"","SYMBOL","GENENAME"
"592","CLEC1B","C-type lectin domain family 1 member B"
"593","CLEC2B","C-type lectin domain family 2 member B"
"594","CLEC2D","C-type lectin domain family 2 member D"
"595","CLEC4A","C-type lectin domain family 4 member A"
"596","CLEC4C","C-type lectin domain family 4 member C"
"597","CLEC4E","C-type lectin domain family 4 member E"
"598","CLEC4GP1","C-type lectin domain family 4 member G pseudogene 1"
"599","CLEC6A","C-type lectin domain containing 6A"
"600","CLEC9A","C-type lectin domain containing 9A"
"601","CLECL1","C-type lectin like 1"
"602","CLN5","CLN5 intracellular trafficking protein"
"603","CLRN1-AS1","CLRN1 antisense RNA 1"
"604","CLSTN2","calsyntenin 2"
"605","CLUH","clustered mitochondria homolog"
"606","CLUHP3","clustered mitochondria homolog pseudogene 3"
"607","CMA1","chymase 1"
"608","CMAHP","cytidine monophospho-N-acetylneuraminic acid hydroxylase, pseudogene"
"609","CMAS","cytidine monophosphate N-acetylneuraminic acid synthetase"
"610","CMBL","carboxymethylenebutenolidase homolog"
"611","CMTM3","CKLF like MARVEL transmembrane domain containing 3"
"612","CMYA5","cardiomyopathy associated 5"
"613","CNDP1","carnosine dipeptidase 1"
"614","CNGA2","cyclic nucleotide gated channel subunit alpha 2"
"615","CNGA4","cyclic nucleotide gated channel subunit alpha 4"
"616","CNGB1","cyclic nucleotide gated channel subunit beta 1"
"617","CNR1","cannabinoid receptor 1"
"618","CNR2","cannabinoid receptor 2"
"619","CNTN4","contactin 4"
"620","CNTN6","contactin 6"
"621","CNTNAP5","contactin associated protein like 5"
"622","COL19A1","collagen type XIX alpha 1 chain"
"623","COL6A3","collagen type VI alpha 3 chain"
"624","COLEC11","collectin subfamily member 11"
"625","COMMD7","COMM domain containing 7"
"626","COX17","cytochrome c oxidase copper chaperone COX17"
"627","COX18","cytochrome c oxidase assembly factor COX18"
"628","COX5A","cytochrome c oxidase subunit 5A"
"629","COX7A2L","cytochrome c oxidase subunit 7A2 like"
"630","CPA3","carboxypeptidase A3"
"631","CPA6","carboxypeptidase A6"
"632","CPB2","carboxypeptidase B2"
"633","CPNE2","copine 2"
"634","CPT1A","carnitine palmitoyltransferase 1A"
"635","CPXCR1","CPX chromosome region candidate 1"
"636","CPXM1","carboxypeptidase X, M14 family member 1"
"637","CRB1","crumbs cell polarity complex component 1"
"638","CREBRF","CREB3 regulatory factor"
"639","CREG2","cellular repressor of E1A stimulated genes 2"
"640","CRH","corticotropin releasing hormone"
"641","CRIPAK",NA
"642","CRISP1","cysteine rich secretory protein 1"
"643","CRISP2","cysteine rich secretory protein 2"
"644","CRLS1","cardiolipin synthase 1"
"645","CRNN","cornulin"
"646","CRTAP","cartilage associated protein"
"647","CRTC3","CREB regulated transcription coactivator 3"
"648","CRY2","cryptochrome circadian regulator 2"
"649","CRYAA","crystallin alpha A"
"650","CRYBB2","crystallin beta B2"
"651","CRYBB2P1","crystallin beta B2 pseudogene 1"
"652","CRYBB3","crystallin beta B3"
"653","CRYGC","crystallin gamma C"
"654","CRYM","crystallin mu"
"655","CSDC2","cold shock domain containing C2"
"656","CSN1S2BP","casein alpha s2 like B, pseudogene"
"657","CST1","cystatin SN"
"658","CST11","cystatin 11"
"659","CST13P","cystatin 13, pseudogene"
"660","CST5","cystatin D"
"661","CST6","cystatin E/M"
"662","CST7","cystatin F"
"663","CST8","cystatin 8"
"664","CST9","cystatin 9"
"665","CSTA","cystatin A"
"666","CSTF2","cleavage stimulation factor subunit 2"
"667","CSTF3","cleavage stimulation factor subunit 3"
"668","CSTF3-AS1",NA
"669","CT64",NA
"670","CTCF","CCCTC-binding factor"
"671","CTDNEP1","CTD nuclear envelope phosphatase 1"
"672","CTGF",NA
"673","CTNND1","catenin delta 1"
"674","CTRB1","chymotrypsinogen B1"
"675","CTRC","chymotrypsin C"
"676","CTSG","cathepsin G"
"677","CTTNBP2","cortactin binding protein 2"
"678","CTU2","cytosolic thiouridylase subunit 2"
"679","CTXN1","cortexin 1"
"680","CTXN2","cortexin 2"
"681","CUBN","cubilin"
"682","CUL4B","cullin 4B"
"683","CUX2","cut like homeobox 2"
"684","CWH43","cell wall biogenesis 43 C-terminal homolog"
"685","CXCL11","C-X-C motif chemokine ligand 11"
"686","CXCL5","C-X-C motif chemokine ligand 5"
"687","CXCL9","C-X-C motif chemokine ligand 9"
"688","CXCR3","C-X-C motif chemokine receptor 3"
"689","CXCR5","C-X-C motif chemokine receptor 5"
"690","CXXC1P1","CXXC finger protein 1 pseudogene 1"
"691","CXorf28",NA
"692","CXorf36",NA
"693","CXorf38","chromosome X open reading frame 38"
"694","CXorf61",NA
"695","CYBA","cytochrome b-245 alpha chain"
"696","CYBB","cytochrome b-245 beta chain"
"697","CYFIP1","cytoplasmic FMR1 interacting protein 1"
"698","CYFIP2","cytoplasmic FMR1 interacting protein 2"
"699","CYLC2","cylicin 2"
"700","CYP11B1","cytochrome P450 family 11 subfamily B member 1"
"701","CYP17A1","cytochrome P450 family 17 subfamily A member 1"
"702","CYP1B1-AS1","CYP1B1 antisense RNA 1"
"703","CYP20A1","cytochrome P450 family 20 subfamily A member 1"
"704","CYP2C19","cytochrome P450 family 2 subfamily C member 19"
"705","CYP2C9","cytochrome P450 family 2 subfamily C member 9"
"706","CYP2D6","cytochrome P450 family 2 subfamily D member 6"
"707","CYP2E1","cytochrome P450 family 2 subfamily E member 1"
"708","CYP2G1P","cytochrome P450 family 2 subfamily G member 1, pseudogene"
"709","CYP2S1","cytochrome P450 family 2 subfamily S member 1"
"710","CYP2W1","cytochrome P450 family 2 subfamily W member 1"
"711","CYP4F3","cytochrome P450 family 4 subfamily F member 3"
"712","CYP4Z1","cytochrome P450 family 4 subfamily Z member 1"
"713","CYSLTR2","cysteinyl leukotriene receptor 2"
"714","CYTIP","cytohesin 1 interacting protein"
"715","D2HGDH","D-2-hydroxyglutarate dehydrogenase"
"716","DAAM1","dishevelled associated activator of morphogenesis 1"
"717","DAB2IP","DAB2 interacting protein"
"718","DAO","D-amino acid oxidase"
"719","DAW1","dynein assembly factor with WD repeats 1"
"720","DBC1",NA
"721","DBIL5P2","diazepam binding inhibitor-like 5 pseudogene 2"
"722","DBNL","drebrin like"
"723","DCAF13P3","DDB1 and CUL4 associated factor 13 pseudogene 3"
"724","DCAF4L2","DDB1 and CUL4 associated factor 4 like 2"
"725","DCD","dermcidin"
"726","DCP1B","decapping mRNA 1B"
"727","DCSTAMP","dendrocyte expressed seven transmembrane protein"
"728","DCTN1","dynactin subunit 1"
"729","DCUN1D1","defective in cullin neddylation 1 domain containing 1"
"730","DDX43","DEAD-box helicase 43"
"731","DDX47","DEAD-box helicase 47"
"732","DEC1","deleted in esophageal cancer 1"
"733","DEFA10P","defensin alpha 10, pseudogene"
"734","DEFB116","defensin beta 116"
"735","DEFB118","defensin beta 118"
"736","DEFB124","defensin beta 124"
"737","DEFB125","defensin beta 125"
"738","DEFB127","defensin beta 127"
"739","DEFB129","defensin beta 129"
"740","DEFB131",NA
"741","DEFB132","defensin beta 132"
"742","DEFB135","defensin beta 135"
"743","DEFB4B","defensin beta 4B"
"744","DENND1C","DENN domain containing 1C"
"745","DENND5B","DENN domain containing 5B"
"746","DENND6A","DENN domain containing 6A"
"747","DES","desmin"
"748","DEXI","Dexi homolog"
"749","DGAT2","diacylglycerol O-acyltransferase 2"
"750","DGAT2L6","diacylglycerol O-acyltransferase 2 like 6"
"751","DGCR11","DiGeorge syndrome critical region gene 11"
"752","DGKD","diacylglycerol kinase delta"
"753","DGKI","diacylglycerol kinase iota"
"754","DHFRL1",NA
"755","DHRS11","dehydrogenase/reductase 11"
"756","DHRS13","dehydrogenase/reductase 13"
"757","DHX32","DEAH-box helicase 32 (putative)"
"758","DIDO1","death inducer-obliterator 1"
"759","DIP2A","disco interacting protein 2 homolog A"
"760","DIP2A-IT1","DIP2A intronic transcript 1"
"761","DIRC1","disrupted in renal carcinoma 1"
"762","DIRC2",NA
"763","DIS3","DIS3 homolog, exosome endoribonuclease and 3'-5' exoribonuclease"
"764","DIS3L","DIS3 like exosome 3'-5' exoribonuclease"
"765","DISC2","disrupted in schizophrenia 2"
"766","DKFZP586I1420","uncharacterized protein DKFZp586I1420"
"767","DKFZp434J0226",NA
"768","DKFZp434L192","uncharacterized protein DKFZp434L192"
"769","DKFZp779M0652",NA
"770","DKK3","dickkopf WNT signaling pathway inhibitor 3"
"771","DLG2","discs large MAGUK scaffold protein 2"
"772","DLG3","discs large MAGUK scaffold protein 3"
"773","DLGAP1-AS3","DLGAP1 antisense RNA 3"
"774","DLGAP4","DLG associated protein 4"
"775","DLGAP5","DLG associated protein 5"
"776","DLX6-AS1","DLX6 antisense RNA 1"
"777","DMAP1","DNA methyltransferase 1 associated protein 1"
"778","DMP1","dentin matrix acidic phosphoprotein 1"
"779","DMRT1","doublesex and mab-3 related transcription factor 1"
"780","DMRTB1","DMRT like family B with proline rich C-terminal 1"
"781","DMWD","DM1 locus, WD repeat containing"
"782","DNAH17","dynein axonemal heavy chain 17"
"783","DNAJA1P5","DnaJ heat shock protein family (Hsp40) member A1 pseudogene 5"
"784","DNAJA2","DnaJ heat shock protein family (Hsp40) member A2"
"785","DNAJA4","DnaJ heat shock protein family (Hsp40) member A4"
"786","DNAJB13","DnaJ heat shock protein family (Hsp40) member B13"
"787","DNAJB4","DnaJ heat shock protein family (Hsp40) member B4"
"788","DNAJB5","DnaJ heat shock protein family (Hsp40) member B5"
"789","DNAJC1","DnaJ heat shock protein family (Hsp40) member C1"
"790","DNASE1","deoxyribonuclease 1"
"791","DNASE1L3","deoxyribonuclease 1 like 3"
"792","DNER","delta/notch like EGF repeat containing"
"793","DNHD1","dynein heavy chain domain 1"
"794","DNMBP-AS1","DNMBP antisense RNA 1"
"795","DNMT1","DNA methyltransferase 1"
"796","DOK5","docking protein 5"
"797","DOK6","docking protein 6"
"798","DPP7","dipeptidyl peptidase 7"
"799","DPPA2","developmental pluripotency associated 2"
"800","DPY19L1","dpy-19 like C-mannosyltransferase 1"
"801","DPY19L2P1","DPY19L2 pseudogene 1"
"802","DPYSL4","dihydropyrimidinase like 4"
"803","DRC1","dynein regulatory complex subunit 1"
"804","DRD3","dopamine receptor D3"
"805","DRG2","developmentally regulated GTP binding protein 2"
"806","DSC1","desmocollin 1"
"807","DSCAM-AS1","DSCAM antisense RNA 1"
"808","DSCR10","Down syndrome critical region 10"
"809","DSG1","desmoglein 1"
"810","DSG3","desmoglein 3"
"811","DTHD1","death domain containing 1"
"812","DTNB","dystrobrevin beta"
"813","DTX1","deltex E3 ubiquitin ligase 1"
"814","DTX3","deltex E3 ubiquitin ligase 3"
"815","DUSP16","dual specificity phosphatase 16"
"816","DUSP2","dual specificity phosphatase 2"
"817","DUSP27","dual specificity phosphatase 27, atypical"
"818","DUSP6","dual specificity phosphatase 6"
"819","DYDC2","DPY30 domain containing 2"
"820","DYM","dymeclin"
"821","DYNAP","dynactin associated protein"
"822","DYNC1H1","dynein cytoplasmic 1 heavy chain 1"
"823","DYNC1I1","dynein cytoplasmic 1 intermediate chain 1"
"824","DYNC1LI2","dynein cytoplasmic 1 light intermediate chain 2"
"825","DYRK1A","dual specificity tyrosine phosphorylation regulated kinase 1A"
"826","DYRK2","dual specificity tyrosine phosphorylation regulated kinase 2"
"827","DYRK4","dual specificity tyrosine phosphorylation regulated kinase 4"
"828","DYTN","dystrotelin"
"829","DYX1C1",NA
"830","E2F4","E2F transcription factor 4"
"831","EBF1","EBF transcription factor 1"
"832","EBF2","EBF transcription factor 2"
"833","EBI3","Epstein-Barr virus induced 3"
"834","EBLN1","endogenous Bornavirus like nucleoprotein 1"
"835","EBPL","EBP like"
"836","ECEL1P2","endothelin converting enzyme like 1 pseudogene 2"
"837","ECHDC2","enoyl-CoA hydratase domain containing 2"
"838","ECM1","extracellular matrix protein 1"
"839","ECSCR","endothelial cell surface expressed chemotaxis and apoptosis regulator"
"840","EDA2R","ectodysplasin A2 receptor"
"841","EDDM3A","epididymal protein 3A"
"842","EDN1","endothelin 1"
"843","EDNRA","endothelin receptor type A"
"844","EEF1A2","eukaryotic translation elongation factor 1 alpha 2"
"845","EFCAB12","EF-hand calcium binding domain 12"
"846","EFCAB14-AS1","EFCAB14 antisense RNA 1"
"847","EFCAB7","EF-hand calcium binding domain 7"
"848","EFHB","EF-hand domain family member B"
"849","EFHC2","EF-hand domain containing 2"
"850","EFTUD1P1",NA
"851","EIF2AK1","eukaryotic translation initiation factor 2 alpha kinase 1"
"852","EIF4E1B","eukaryotic translation initiation factor 4E family member 1B"
"853","EIF4EBP2","eukaryotic translation initiation factor 4E binding protein 2"
"854","EIF4G1","eukaryotic translation initiation factor 4 gamma 1"
"855","ELMSAN1","ELM2 and Myb/SANT domain containing 1"
"856","ELN","elastin"
"857","ELP4","elongator acetyltransferase complex subunit 4"
"858","EMC8","ER membrane protein complex subunit 8"
"859","EMILIN3","elastin microfibril interfacer 3"
"860","EMP1","epithelial membrane protein 1"
"861","EMR1",NA
"862","EMR3",NA
"863","EMR4P",NA
"864","EMX2OS","EMX2 opposite strand/antisense RNA"
"865","ENGASE","endo-beta-N-acetylglucosaminidase"
"866","ENOX1","ecto-NOX disulfide-thiol exchanger 1"
"867","ENTHD2",NA
"868","ENTPD2","ectonucleoside triphosphate diphosphohydrolase 2"
"869","ENTPD4","ectonucleoside triphosphate diphosphohydrolase 4"
"870","EPB41L1","erythrocyte membrane protein band 4.1 like 1"
"871","EPB41L2","erythrocyte membrane protein band 4.1 like 2"
"872","EPB41L4A-AS1","EPB41L4A antisense RNA 1"
"873","EPCAM","epithelial cell adhesion molecule"
"874","EPHA10","EPH receptor A10"
"875","EPHA7","EPH receptor A7"
"876","EPHX2","epoxide hydrolase 2"
"877","EPHX4","epoxide hydrolase 4"
"878","EPN2-IT1","EPN2 intronic transcript 1"
"879","EPO","erythropoietin"
"880","EQTN","equatorin"
"881","ERAP2","endoplasmic reticulum aminopeptidase 2"
"882","ERC1","ELKS/RAB6-interacting/CAST family member 1"
"883","ERN2","endoplasmic reticulum to nucleus signaling 2"
"884","ERVK13-1","endogenous retrovirus group K13 member 1"
"885","ERVV-1","endogenous retrovirus group V member 1, envelope"
"886","ERVV-2","endogenous retrovirus group V member 2, envelope"
"887","ESCO2","establishment of sister chromatid cohesion N-acetyltransferase 2"
"888","ESRRG","estrogen related receptor gamma"
"889","ETV3","ETS variant transcription factor 3"
"890","EVI5L","ecotropic viral integration site 5 like"
"891","EVL","Enah/Vasp-like"
"892","EXTL1","exostosin like glycosyltransferase 1"
"893","EYA2","EYA transcriptional coactivator and phosphatase 2"
"894","EYS","eyes shut homolog"
"895","F2RL2","coagulation factor II thrombin receptor like 2"
"896","F3","coagulation factor III, tissue factor"
"897","FABP12","fatty acid binding protein 12"
"898","FABP3","fatty acid binding protein 3"
"899","FABP5","fatty acid binding protein 5"
"900","FABP7","fatty acid binding protein 7"
"901","FADD","Fas associated via death domain"
"902","FAM101B",NA
"903","FAM109B",NA
"904","FAM110A","family with sequence similarity 110 member A"
"905","FAM114A2","family with sequence similarity 114 member A2"
"906","FAM117A","family with sequence similarity 117 member A"
"907","FAM124A","family with sequence similarity 124 member A"
"908","FAM133CP","family with sequence similarity 133, member A pseudogene"
"909","FAM13C","family with sequence similarity 13 member C"
"910","FAM154A",NA
"911","FAM160B1","family with sequence similarity 160 member B1"
"912","FAM166B","family with sequence similarity 166 member B"
"913","FAM170A","family with sequence similarity 170 member A"
"914","FAM170B","family with sequence similarity 170 member B"
"915","FAM170B-AS1","FAM170B antisense RNA 1"
"916","FAM171A1","family with sequence similarity 171 member A1"
"917","FAM172BP","family with sequence similarity 172 member B, pseudogene"
"918","FAM174B","family with sequence similarity 174 member B"
"919","FAM179A",NA
"920","FAM180A","family with sequence similarity 180 member A"
"921","FAM183A","family with sequence similarity 183 member A"
"922","FAM186A","family with sequence similarity 186 member A"
"923","FAM186B","family with sequence similarity 186 member B"
"924","FAM187B","family with sequence similarity 187 member B"
"925","FAM193B","family with sequence similarity 193 member B"
"926","FAM198B",NA
"927","FAM19A1",NA
"928","FAM19A2",NA
"929","FAM207A","family with sequence similarity 207 member A"
"930","FAM209B","family with sequence similarity 209 member B"
"931","FAM210B","family with sequence similarity 210 member B"
"932","FAM215A","family with sequence similarity 215 member A"
"933","FAM220A","family with sequence similarity 220 member A"
"934","FAM222A","family with sequence similarity 222 member A"
"935","FAM229A","family with sequence similarity 229 member A"
"936","FAM229B","family with sequence similarity 229 member B"
"937","FAM3C","family with sequence similarity 3 member C"
"938","FAM3D","family with sequence similarity 3 member D"
"939","FAM43B","family with sequence similarity 43 member B"
"940","FAM71C","family with sequence similarity 71 member C"
"941","FAM76A","family with sequence similarity 76 member A"
"942","FAM83A-AS1","FAM83A antisense RNA 1"
"943","FAM86EP","family with sequence similarity 86, member A pseudogene"
"944","FAM8A1","family with sequence similarity 8 member A1"
"945","FAM9A","family with sequence similarity 9 member A"
"946","FAM9B","family with sequence similarity 9 member B"
"947","FANCB","FA complementation group B"
"948","FAP","fibroblast activation protein alpha"
"949","FAR1","fatty acyl-CoA reductase 1"
"950","FAS-AS1","FAS antisense RNA 1"
"951","FASTKD3","FAST kinase domains 3"
"952","FAT1","FAT atypical cadherin 1"
"953","FBF1","Fas binding factor 1"
"954","FBLIM1","filamin binding LIM protein 1"
"955","FBLN2","fibulin 2"
"956","FBXL15","F-box and leucine rich repeat protein 15"
"957","FBXL17","F-box and leucine rich repeat protein 17"
"958","FBXL19","F-box and leucine rich repeat protein 19"
"959","FBXL2","F-box and leucine rich repeat protein 2"
"960","FBXL3","F-box and leucine rich repeat protein 3"
"961","FBXO11","F-box protein 11"
"962","FBXO21","F-box protein 21"
"963","FBXO22-AS1",NA
"964","FBXO32","F-box protein 32"
"965","FBXO39","F-box protein 39"
