"","SYMBOL","GENENAME"
"598","CERS4","ceramide synthase 4"
"599","CERS6-AS1","CERS6 antisense RNA 1"
"600","CFC1","cripto, FRL-1, cryptic family 1"
"601","CFC1B","cripto, FRL-1, cryptic family 1B"
"602","CFH","complement factor H"
"603","CFHR2","complement factor H related 2"
"604","CFHR5","complement factor H related 5"
"605","CFI","complement factor I"
"606","CFP","complement factor properdin"
"607","CGB8","chorionic gonadotropin subunit beta 8"
"608","CH25H","cholesterol 25-hydroxylase"
"609","CHD1","chromodomain helicase DNA binding protein 1"
"610","CHD2","chromodomain helicase DNA binding protein 2"
"611","CHD3","chromodomain helicase DNA binding protein 3"
"612","CHD5","chromodomain helicase DNA binding protein 5"
"613","CHDC2",NA
"614","CHIA","chitinase acidic"
"615","CHIAP2","chitinase, acidic pseudogene 2"
"616","CHML","CHM like Rab escort protein"
"617","CHMP7","charged multivesicular body protein 7"
"618","CHP2","calcineurin like EF-hand protein 2"
"619","CHPF","chondroitin polymerizing factor"
"620","CHRFAM7A","CHRNA7 (exons 5-10) and FAM7A (exons A-E) fusion"
"621","CHRM2","cholinergic receptor muscarinic 2"
"622","CHRNA4","cholinergic receptor nicotinic alpha 4 subunit"
"623","CHRNB2","cholinergic receptor nicotinic beta 2 subunit"
"624","CHRND","cholinergic receptor nicotinic delta subunit"
"625","CHST1","carbohydrate sulfotransferase 1"
"626","CHST13","carbohydrate sulfotransferase 13"
"627","CHST8","carbohydrate sulfotransferase 8"
"628","CHSY1","chondroitin sulfate synthase 1"
"629","CHSY3","chondroitin sulfate synthase 3"
"630","CHTF18","chromosome transmission fidelity factor 18"
"631","CIB4","calcium and integrin binding family member 4"
"632","CILP2","cartilage intermediate layer protein 2"
"633","CITED4","Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 4"
"634","CKAP4","cytoskeleton associated protein 4"
"635","CKB","creatine kinase B"
"636","CKMT1A","creatine kinase, mitochondrial 1A"
"637","CKMT1B","creatine kinase, mitochondrial 1B"
"638","CLCA1","chloride channel accessory 1"
"639","CLCA3P","chloride channel accessory 3, pseudogene"
"640","CLCA4","chloride channel accessory 4"
"641","CLCN1","chloride voltage-gated channel 1"
"642","CLDN15","claudin 15"
"643","CLDN19","claudin 19"
"644","CLDN22","claudin 22"
"645","CLDN3","claudin 3"
"646","CLDN6","claudin 6"
"647","CLEC12A","C-type lectin domain family 12 member A"
"648","CLEC12B","C-type lectin domain family 12 member B"
"649","CLEC18A","C-type lectin domain family 18 member A"
"650","CLEC2A","C-type lectin domain family 2 member A"
"651","CLEC2L","C-type lectin domain family 2 member L"
"652","CLEC3A","C-type lectin domain family 3 member A"
"653","CLEC4D","C-type lectin domain family 4 member D"
"654","CLEC5A","C-type lectin domain containing 5A"
"655","CLEC7A","C-type lectin domain containing 7A"
"656","CLIC2","chloride intracellular channel 2"
"657","CLIP3","CAP-Gly domain containing linker protein 3"
"658","CLLU1","chronic lymphocytic leukemia up-regulated 1"
"659","CLN8","CLN8 transmembrane ER and ERGIC protein"
"660","CLNK","cytokine dependent hematopoietic cell linker"
"661","CLUL1","clusterin like 1"
"662","CLVS2","clavesin 2"
"663","CMTM2","CKLF like MARVEL transmembrane domain containing 2"
"664","CMTM7","CKLF like MARVEL transmembrane domain containing 7"
"665","CNBD1","cyclic nucleotide binding domain containing 1"
"666","CNFN","cornifelin"
"667","CNGA1","cyclic nucleotide gated channel subunit alpha 1"
"668","CNGB3","cyclic nucleotide gated channel subunit beta 3"
"669","CNIH2","cornichon family AMPA receptor auxiliary protein 2"
"670","CNKSR2","connector enhancer of kinase suppressor of Ras 2"
"671","CNOT10","CCR4-NOT transcription complex subunit 10"
"672","CNOT3","CCR4-NOT transcription complex subunit 3"
"673","CNTF","ciliary neurotrophic factor"
"674","CNTFR","ciliary neurotrophic factor receptor"
"675","CNTN1","contactin 1"
"676","CNTN3","contactin 3"
"677","CNTN4-AS2","CNTN4 antisense RNA 2"
"678","CNTNAP2","contactin associated protein like 2"
"679","CNTRL","centriolin"
"680","COL10A1","collagen type X alpha 1 chain"
"681","COL11A1","collagen type XI alpha 1 chain"
"682","COL15A1","collagen type XV alpha 1 chain"
"683","COL18A1-AS2","COL18A1 antisense RNA 2"
"684","COL28A1","collagen type XXVIII alpha 1 chain"
"685","COL2A1","collagen type II alpha 1 chain"
"686","COL3A1","collagen type III alpha 1 chain"
"687","COL5A1","collagen type V alpha 1 chain"
"688","COL6A2","collagen type VI alpha 2 chain"
"689","COL6A5","collagen type VI alpha 5 chain"
"690","COL6A6","collagen type VI alpha 6 chain"
"691","COL9A2","collagen type IX alpha 2 chain"
"692","COL9A3","collagen type IX alpha 3 chain"
"693","COLEC10","collectin subfamily member 10"
"694","COLQ","collagen like tail subunit of asymmetric acetylcholinesterase"
"695","COMP","cartilage oligomeric matrix protein"
"696","COMTD1","catechol-O-methyltransferase domain containing 1"
"697","COQ3","coenzyme Q3, methyltransferase"
"698","COX4I2","cytochrome c oxidase subunit 4I2"
"699","COX6B2","cytochrome c oxidase subunit 6B2"
"700","COX7A1","cytochrome c oxidase subunit 7A1"
"701","COX8C","cytochrome c oxidase subunit 8C"
"702","CP","ceruloplasmin"
"703","CPA4","carboxypeptidase A4"
"704","CPA5","carboxypeptidase A5"
"705","CPAMD8","C3 and PZP like alpha-2-macroglobulin domain containing 8"
"706","CPB1","carboxypeptidase B1"
"707","CPE","carboxypeptidase E"
"708","CPED1","cadherin like and PC-esterase domain containing 1"
"709","CPLX1","complexin 1"
"710","CPLX2","complexin 2"
"711","CPLX4","complexin 4"
"712","CPNE5","copine 5"
"713","CPNE6","copine 6"
"714","CPNE9","copine family member 9"
"715","CPO","carboxypeptidase O"
"716","CPS1","carbamoyl-phosphate synthase 1"
"717","CPS1-IT1","CPS1 intronic transcript 1"
"718","CPSF4L","cleavage and polyadenylation specific factor 4 like"
"719","CPSF6","cleavage and polyadenylation specific factor 6"
"720","CPT1B","carnitine palmitoyltransferase 1B"
"721","CR1","complement C3b/C4b receptor 1 (Knops blood group)"
"722","CRABP1","cellular retinoic acid binding protein 1"
"723","CRAMP1L",NA
"724","CRB2","crumbs cell polarity complex component 2"
"725","CRCT1","cysteine rich C-terminal 1"
"726","CREB3L1","cAMP responsive element binding protein 3 like 1"
"727","CREB5","cAMP responsive element binding protein 5"
"728","CREBBP","CREB binding protein"
"729","CRHBP","corticotropin releasing hormone binding protein"
"730","CRHR1-IT1",NA
"731","CRIP1","cysteine rich protein 1"
"732","CRISP3","cysteine rich secretory protein 3"
"733","CRK","CRK proto-oncogene, adaptor protein"
"734","CRNKL1","crooked neck pre-mRNA splicing factor 1"
"735","CRP","C-reactive protein"
"736","CRSP8P","mediator complex subunit 27 pseudogene"
"737","CRTAC1","cartilage acidic protein 1"
"738","CRTAM","cytotoxic and regulatory T cell molecule"
"739","CRYBA1","crystallin beta A1"
"740","CRYBA4","crystallin beta A4"
"741","CRYGS","crystallin gamma S"
"742","CSAG1","chondrosarcoma associated gene 1"
"743","CSAG2","CSAG family member 2"
"744","CSF2RA","colony stimulating factor 2 receptor alpha subunit"
"745","CSK","C-terminal Src kinase"
"746","CSMD3","CUB and Sushi multiple domains 3"
"747","CSN1S1","casein alpha s1"
"748","CSN2","casein beta"
"749","CSN3","casein kappa"
"750","CSNK1G2","casein kinase 1 gamma 2"
"751","CSNK1G3","casein kinase 1 gamma 3"
"752","CSPG4P1Y","CSPG4 pseudogene 1 Y-linked"
"753","CSPG5","chondroitin sulfate proteoglycan 5"
"754","CSRNP1","cysteine and serine rich nuclear protein 1"
"755","CSRNP2","cysteine and serine rich nuclear protein 2"
"756","CSRNP3","cysteine and serine rich nuclear protein 3"
"757","CSRP2BP",NA
"758","CSRP3","cysteine and glycine rich protein 3"
"759","CST2","cystatin SA"
"760","CST3","cystatin C"
"761","CSTF2T","cleavage stimulation factor subunit 2 tau variant"
"762","CSTL1","cystatin like 1"
"763","CT45A1","cancer/testis antigen family 45 member A1"
"764","CT45A4",NA
"765","CT45A5","cancer/testis antigen family 45 member A5"
"766","CT45A6","cancer/testis antigen family 45 member A6"
"767","CT49",NA
"768","CTAG1B","cancer/testis antigen 1B"
"769","CTAG2","cancer/testis antigen 2"
"770","CTAGE1","cutaneous T cell lymphoma-associated antigen 1"
"771","CTAGE15","CTAGE family member 15"
"772","CTAGE4","CTAGE family member 4"
"773","CTAGE6","CTAGE family member 6"
"774","CTAGE7P","CTAGE family member 7, pseudogene"
"775","CTAGE9","CTAGE family member 9"
"776","CTBP1","C-terminal binding protein 1"
"777","CTCFL","CCCTC-binding factor like"
"778","CTLA4","cytotoxic T-lymphocyte associated protein 4"
"779","CTNNA2","catenin alpha 2"
"780","CTNNB1","catenin beta 1"
"781","CTNND2","catenin delta 2"
"782","CTSF","cathepsin F"
"783","CTSK","cathepsin K"
"784","CTSS","cathepsin S"
"785","CTXN3","cortexin 3"
"786","CUL1","cullin 1"
"787","CUL4A","cullin 4A"
"788","CXCL10","C-X-C motif chemokine ligand 10"
"789","CXCL13","C-X-C motif chemokine ligand 13"
"790","CXCL17","C-X-C motif chemokine ligand 17"
"791","CXCR2","C-X-C motif chemokine receptor 2"
"792","CXCR6","C-X-C motif chemokine receptor 6"
"793","CXCR7",NA
"794","CXXC1","CXXC finger protein 1"
"795","CXorf21","chromosome X open reading frame 21"
"796","CXorf23",NA
"797","CXorf27",NA
"798","CXorf30",NA
"799","CXorf31",NA
"800","CXorf49B","chromosome X open reading frame 49B"
"801","CXorf51A","chromosome X open reading frame 51A"
"802","CXorf51B","chromosome X open reading frame 51B"
"803","CXorf58","chromosome X open reading frame 58"
"804","CXorf64",NA
"805","CXorf65","chromosome X open reading frame 65"
"806","CYB5D2","cytochrome b5 domain containing 2"
"807","CYB5R2","cytochrome b5 reductase 2"
"808","CYCSP52","CYCS pseudogene 52"
"809","CYGB","cytoglobin"
"810","CYLC1","cylicin 1"
"811","CYP19A1","cytochrome P450 family 19 subfamily A member 1"
"812","CYP26C1","cytochrome P450 family 26 subfamily C member 1"
"813","CYP2A7","cytochrome P450 family 2 subfamily A member 7"
"814","CYP2C8","cytochrome P450 family 2 subfamily C member 8"
"815","CYP3A43","cytochrome P450 family 3 subfamily A member 43"
"816","CYP3A7-CYP3AP1",NA
"817","CYP4F22","cytochrome P450 family 4 subfamily F member 22"
"818","CYP7A1","cytochrome P450 family 7 subfamily A member 1"
"819","CYP7B1","cytochrome P450 family 7 subfamily B member 1"
"820","CYS1","cystin 1"
"821","CYSLTR1","cysteinyl leukotriene receptor 1"
"822","CYTL1","cytokine like 1"
"823","D21S2088E","D21S2088E"
"824","DAB1","DAB adaptor protein 1"
"825","DACT1","dishevelled binding antagonist of beta catenin 1"
"826","DAND5","DAN domain BMP antagonist family member 5"
"827","DAOA-AS1","DAOA antisense RNA 1"
"828","DAPK1","death associated protein kinase 1"
"829","DAPL1","death associated protein like 1"
"830","DAPP1","dual adaptor of phosphotyrosine and 3-phosphoinositides 1"
"831","DARC",NA
"832","DAZ1","deleted in azoospermia 1"
"833","DAZ2","deleted in azoospermia 2"
"834","DAZ3","deleted in azoospermia 3"
"835","DAZ4","deleted in azoospermia 4"
"836","DAZAP1","DAZ associated protein 1"
"837","DBN1","drebrin 1"
"838","DCAF12L1","DDB1 and CUL4 associated factor 12 like 1"
"839","DCAF12L2","DDB1 and CUL4 associated factor 12 like 2"
"840","DCC","DCC netrin 1 receptor"
"841","DCDC2","doublecortin domain containing 2"
"842","DCDC2B","doublecortin domain containing 2B"
"843","DCHS2","dachsous cadherin-related 2"
"844","DCLK2","doublecortin like kinase 2"
"845","DCLK3","doublecortin like kinase 3"
"846","DCT","dopachrome tautomerase"
"847","DCTN1-AS1","DCTN1 antisense RNA 1"
"848","DCTN4","dynactin subunit 4"
"849","DCUN1D2","defective in cullin neddylation 1 domain containing 2"
"850","DDI2","DNA damage inducible 1 homolog 2"
"851","DDR2","discoidin domain receptor tyrosine kinase 2"
"852","DDTL","D-dopachrome tautomerase like"
"853","DDX3Y","DEAD-box helicase 3 Y-linked"
"854","DDX51","DEAD-box helicase 51"
"855","DDX53","DEAD-box helicase 53"
"856","DEF8","differentially expressed in FDCP 8 homolog"
"857","DEFA1","defensin alpha 1"
"858","DEFA1B","defensin alpha 1B"
"859","DEFA4","defensin alpha 4"
"860","DEFA5","defensin alpha 5"
"861","DEFB103A","defensin beta 103A"
"862","DEFB104B","defensin beta 104B"
"863","DEFB105A","defensin beta 105A"
"864","DEFB106A","defensin beta 106A"
"865","DEFB107A","defensin beta 107A"
"866","DEFB107B","defensin beta 107B"
"867","DEFB109P1",NA
"868","DEFB109P1B",NA
"869","DEFB110","defensin beta 110"
"870","DEFB112","defensin beta 112"
"871","DEFB113","defensin beta 113"
"872","DEFB114","defensin beta 114"
"873","DEFB115","defensin beta 115"
"874","DEFB122","defensin beta 122 (pseudogene)"
"875","DEFB123","defensin beta 123"
"876","DEFB128","defensin beta 128"
"877","DEFB130",NA
"878","DEFB133","defensin beta 133"
"879","DEFB134","defensin beta 134"
"880","DEFB4A","defensin beta 4A"
"881","DEFT1P","defensin theta 1, pseudogene"
"882","DEGS2","delta 4-desaturase, sphingolipid 2"
"883","DEK","DEK proto-oncogene"
"884","DENND2A","DENN domain containing 2A"
"885","DGCR10","DiGeorge syndrome critical region gene 10"
"886","DGCR5","DiGeorge syndrome critical region gene 5"
"887","DGKB","diacylglycerol kinase beta"
"888","DGKQ","diacylglycerol kinase theta"
"889","DHRS2","dehydrogenase/reductase 2"
"890","DHRS9","dehydrogenase/reductase 9"
"891","DHRSX","dehydrogenase/reductase X-linked"
"892","DHX37","DEAH-box helicase 37"
"893","DIAPH3-AS1","DIAPH3 antisense RNA 1"
"894","DIAPH3-AS2","DIAPH3 antisense RNA 2"
"895","DIO2-AS1","DIO2 antisense RNA 1"
"896","DIO3","iodothyronine deiodinase 3"
"897","DIP2C","disco interacting protein 2 homolog C"
"898","DIRAS1","DIRAS family GTPase 1"
"899","DKFZP434A062","uncharacterized LOC26102"
"900","DKFZP434L187",NA
"901","DKFZp451B082","uncharacterized LOC401282"
"902","DLC1","DLC1 Rho GTPase activating protein"
"903","DLEU2L","deleted in lymphocytic leukemia 2 like"
"904","DLEU7-AS1","DLEU7 antisense RNA 1"
"905","DLG5","discs large MAGUK scaffold protein 5"
"906","DLG5-AS1","DLG5 antisense RNA 1"
"907","DLGAP3","DLG associated protein 3"
"908","DLK1","delta like non-canonical Notch ligand 1"
"909","DLL1","delta like canonical Notch ligand 1"
"910","DMBT1","deleted in malignant brain tumors 1"
"911","DMGDH","dimethylglycine dehydrogenase"
"912","DMRT2","doublesex and mab-3 related transcription factor 2"
"913","DMRT3","doublesex and mab-3 related transcription factor 3"
"914","DMRTC1","DMRT like family C1"
"915","DNAH1","dynein axonemal heavy chain 1"
"916","DNAH5","dynein axonemal heavy chain 5"
"917","DNAH6","dynein axonemal heavy chain 6"
"918","DNAJB7","DnaJ heat shock protein family (Hsp40) member B7"
"919","DNAJB8-AS1","DNAJB8 antisense RNA 1"
"920","DNAJC12","DnaJ heat shock protein family (Hsp40) member C12"
"921","DNAJC5G","DnaJ heat shock protein family (Hsp40) member C5 gamma"
"922","DNM1","dynamin 1"
"923","DNMT3A","DNA methyltransferase 3 alpha"
"924","DNMT3L","DNA methyltransferase 3 like"
"925","DOC2A","double C2 domain alpha"
"926","DOC2B","double C2 domain beta"
"927","DOCK10","dedicator of cytokinesis 10"
"928","DOCK2","dedicator of cytokinesis 2"
"929","DOCK6","dedicator of cytokinesis 6"
"930","DOPEY2",NA
"931","DPEP3","dipeptidase 3"
"932","DPH3P1","diphthamide biosynthesis 3 pseudogene 1"
"933","DPP10","dipeptidyl peptidase like 10"
"934","DPP6","dipeptidyl peptidase like 6"
"935","DPT","dermatopontin"
"936","DPY19L1P1","DPY19L1 pseudogene 1"
"937","DPYD-AS1","DPYD antisense RNA 1"
"938","DPYSL5","dihydropyrimidinase like 5"
"939","DRAP1","DR1 associated protein 1"
"940","DRD2","dopamine receptor D2"
"941","DRD4","dopamine receptor D4"
"942","DRD5","dopamine receptor D5"
"943","DSCR4","Down syndrome critical region 4"
"944","DSCR8","Down syndrome critical region 8"
"945","DSG4","desmoglein 4"
"946","DSPP","dentin sialophosphoprotein"
"947","DTNA","dystrobrevin alpha"
"948","DTWD2","DTW domain containing 2"
"949","DTX2","deltex E3 ubiquitin ligase 2"
"950","DUPD1","dual specificity phosphatase and pro isomerase domain containing 1"
"951","DUSP19","dual specificity phosphatase 19"
"952","DUSP26","dual specificity phosphatase 26"
"953","DUSP8","dual specificity phosphatase 8"
"954","DUSP9","dual specificity phosphatase 9"
"955","DUXA","double homeobox A"
"956","DVL1","dishevelled segment polarity protein 1"
"957","DYDC1","DPY30 domain containing 1"
"958","E2F8","E2F transcription factor 8"
"959","EBF3","EBF transcription factor 3"
"960","EBF4","EBF family member 4"
"961","EBLN2","endogenous Bornavirus like nucleoprotein 2"
"962","ECM2","extracellular matrix protein 2"
"963","EDARADD","EDAR associated death domain"
"964","EDIL3","EGF like repeats and discoidin domains 3"
"965","EFCAB3","EF-hand calcium binding domain 3"
"966","EFCAB5","EF-hand calcium binding domain 5"
"967","EFCAB9","EF-hand calcium binding domain 9"
"968","EFCC1","EF-hand and coiled-coil domain containing 1"
"969","EFHD1","EF-hand domain family member D1"
"970","EFHD2","EF-hand domain family member D2"
"971","EFNA2","ephrin A2"
"972","EFS","embryonal Fyn-associated substrate"
"973","EGF","epidermal growth factor"
"974","EGFL7","EGF like domain multiple 7"
"975","EGFLAM","EGF like, fibronectin type III and laminin G domains"
"976","EGFLAM-AS2","EGFLAM antisense RNA 2"
"977","EGLN1","egl-9 family hypoxia inducible factor 1"
"978","EHF","ETS homologous factor"
"979","EHHADH-AS1","EHHADH antisense RNA 1"
"980","EIF1AY","eukaryotic translation initiation factor 1A Y-linked"
"981","EIF3C","eukaryotic translation initiation factor 3 subunit C"
"982","EIF3F","eukaryotic translation initiation factor 3 subunit F"
"983","EIF5A","eukaryotic translation initiation factor 5A"
"984","EIF5AL1","eukaryotic translation initiation factor 5A like 1"
"985","ELANE","elastase, neutrophil expressed"
"986","ELAVL3","ELAV like RNA binding protein 3"
"987","ELAVL4","ELAV like RNA binding protein 4"
"988","ELF4","E74 like ETS transcription factor 4"
"989","ELMOD1","ELMO domain containing 1"
"990","ELOVL2","ELOVL fatty acid elongase 2"
"991","ELSPBP1","epididymal sperm binding protein 1"
